29,601
29,657
29,717
29,741
29,785
30,805
30,844
31,883
31,935
32,977
32,1028
33,1072
34,1152
35,1197
36,1271
37,1329
38,1378
39,1430
39,1492
39,1512
40,1587
41,1630
41,1676
42,1752
43,1841
44,1911
45,1991
46,2070
47,2143
48,2201
48,2330
50,2450
52,2523
54,2601
55,2721
57,2790
59,2840
65,3061
99,3360
